species,ph,temp,s1_carb_conc,s1_nitrogen,s1_agitation,s1_time,s2_carb_conc,s2_nitrogen,s2_agitation,s2_time,feeding_regime,feedstock,yield
Cupriavidus_necator,6.910476289900575,30.639220314113896,19.49794803512356,1.394503339517636,696.934172632466,12.614146283257803,55.89188149024086,0.005757835657174988,676.0107581930977,10.191175453183412,pulse_wise_feeding,oils,1.1300480248856717
Escherichia_coli,6.9814619964716815,33.13643062781825,18.141948368626075,2.861513872982875,649.3856957313533,10.801155294948165,26.64707466044416,9.294178357194927e-05,348.29492962453577,11.314592451977886,pulse_wise_feeding,oils,1.2342961811155644
Escherichia_coli,7.029513241080804,33.51595349280717,19.870888588704325,1.8803099795214004,593.4743733234643,15.964693113879543,36.076712056692664,0.004303143974363199,518.9161602735348,28.534050749779244,pulse_wise_feeding,sugars,1.3094919144912944
Cupriavidus_necator,6.875670256208893,29.457908823777558,19.90828734822195,2.4475113560674715,469.7995458220551,6.419200034906893,52.25709749080085,0.012044118339351706,408.4929712972735,25.00327274741076,pulse_wise_feeding,sugars,1.1633547047507484
Cupriavidus_necator,7.165227253562171,27.85341212867499,12.743171996984353,2.77690233520088,559.1828941958013,10.507431486117733,57.64130426059892,0.015383124930456642,507.64411924071715,23.976668696006698,continuously_fed,oils,1.2565882155178207
Cupriavidus_necator,7.176316431345344,27.736466876304124,10.765734036437225,1.8229265625637516,537.9183851126536,7.469803213870129,42.89948317990247,0.019997259300765062,566.9071851077983,11.37879820484525,pulse_wise_feeding,sugars,1.0358329630068586
Cupriavidus_necator,6.898088793335158,35.077630937714176,10.757799188713928,1.0144636259538227,554.9652868332829,8.32113496750545,22.069624826938362,0.001967628138047104,531.9265819914,17.9481461399538,continuously_fed,oils,1.138887154486095
Escherichia_coli,7.05317407115948,33.27424837286053,14.498041239794782,1.662222027755541,712.178034370587,14.82321982315409,29.27415172138201,0.015484603151605238,484.4465416979315,21.996863520658465,continuously_fed,oils,1.4190337192542903
Escherichia_coli,7.036242929881033,27.490729798206388,14.87452580986681,2.3399903740016907,770.0533328500501,9.049758898973522,26.064737316640727,0.0050395222184810165,483.71641959492047,28.60267781552989,continuously_fed,oils,1.245078516499779
Escherichia_coli,6.959629150803174,30.093562934928112,10.787086938622297,2.625384623388628,564.0168901298855,19.247414228228998,28.86356675524382,0.011996922983328037,358.67803947126254,15.236177344011544,continuously_fed,sugars,1.092521824161184
Cupriavidus_necator,6.863213946242248,31.37497594512976,10.582723242314557,2.941184516177274,744.1185556967258,8.991425665311596,29.915790264851907,0.012085445910847046,618.5564581997251,29.262686566370512,pulse_wise_feeding,sugars,1.1310207031127897
Cupriavidus_necator,6.834547471821674,32.03128372330833,13.388177016722931,2.710398295452464,790.3903403733873,11.620558659819654,32.03657961331511,0.01678945205648831,657.5396630893646,27.75357194597101,continuously_fed,sugars,1.2236945120658393
Cupriavidus_necator,7.130068676031568,31.60144883568971,19.221912799840524,2.256085853238423,743.7705653072684,14.086176483174462,36.7032342069901,0.014966668322053112,486.69153096007926,18.365358286627433,pulse_wise_feeding,sugars,1.1330137378668133
Cupriavidus_necator,6.802242059290277,30.980494369497457,17.004763140960712,1.8735841333968306,474.42562194341906,9.649299270860805,48.15616058799259,0.005552677160168438,389.81357316906247,29.796499218636882,continuously_fed,oils,1.3626748885486417
Escherichia_coli,6.993204379248013,34.14256343854649,14.344102594173695,1.5419033615854991,623.9779737550473,6.7857137487765495,41.559093818714054,0.01614155920156544,326.359235287231,14.770648288821418,pulse_wise_feeding,oils,1.2007974982644642
Escherichia_coli,6.8280470377681075,33.13771064109012,14.88976107540184,1.4071635880375435,557.8097921904367,15.810772562179489,55.36634493659677,0.006212558346409967,585.7356734140972,14.88187108809833,pulse_wise_feeding,sugars,1.1873515723495358
Cupriavidus_necator,6.997154033088041,32.0944096599996,14.853833828741095,1.0635395542012913,668.570678897631,10.390963097482,49.37859918482998,0.019317053991885016,687.8977975595878,12.07290022805122,continuously_fed,sugars,1.236289510681631
Escherichia_coli,6.8041342309842845,34.88960961141642,16.535168079322453,1.8632358425478204,669.8969844683515,8.2048906646852,58.362967605400854,0.01656095804024761,459.5064751850616,28.2051222306129,pulse_wise_feeding,oils,1.1521496377780691
Escherichia_coli,6.977312093972501,31.0557918339121,14.304492454210601,1.9479901999021338,665.8596523731915,12.078960173896373,20.16107730423407,0.01653045656819496,534.1823652659659,15.869977114885561,continuously_fed,oils,1.1702452686787923
Cupriavidus_necator,7.151500575285995,35.826371760270845,14.833160321105453,2.7273408756701745,737.0887317106689,9.6985484943608,48.54015958075627,0.01810471193000301,522.2437764455387,22.231414603457097,pulse_wise_feeding,oils,1.1282786713346966
Cupriavidus_necator,6.992558430784753,30.15412827691674,17.919424158306924,2.305076407997732,703.3425210109369,14.257189213850301,58.52873132671704,0.005890027270459526,393.3626597967964,10.21066313865537,continuously_fed,sugars,1.2507790599947473
Cupriavidus_necator,6.924581426451536,32.670872724658125,18.695632062234054,1.9417899416776305,579.7372248530792,11.66654926743909,56.39595111558562,0.016752545893538986,318.48395204385406,21.4585759343009,continuously_fed,oils,1.2158894081744633
Escherichia_coli,6.875131048601284,36.60005852104203,19.229422576129146,2.548002222826221,566.5468649252339,13.833095147221956,21.119746160153685,0.009599955838796456,457.7508241197554,13.739437161462131,pulse_wise_feeding,sugars,1.0525764701949252
Cupriavidus_necator,6.808139740587719,30.963880849665845,14.077770797489418,2.3853895279584165,412.2280758057663,11.454754624378854,58.65268051305504,0.015441745113196789,607.5730097326743,25.57943674777544,continuously_fed,sugars,1.2118675054055548
Escherichia_coli,7.151221946374557,28.51873777195208,19.420893345072724,1.5545401561203163,409.3948059765193,16.336323667867163,50.77485042024403,0.004189518737179574,366.0297875746823,25.79335059730493,pulse_wise_feeding,sugars,0.999257851707416
Cupriavidus_necator,7.189055211037573,30.008903022338057,18.24557537336829,1.4506465327226117,422.56222992610424,9.785879043923043,56.74627799405832,0.002257102112550329,426.85624012561686,20.814858147823855,continuously_fed,sugars,1.2335786117278709
Cupriavidus_necator,6.899944355083491,34.309493661520186,14.395551831123502,1.451247516250019,520.6776833528382,15.437043894162903,50.02191962427321,0.004955221185526873,371.314407277647,27.480294393544906,pulse_wise_feeding,oils,1.248708006810803
Cupriavidus_necator,7.142184270453873,34.542252580311725,18.863117895583933,2.2200477690389464,653.4125583095519,12.43894180647812,28.7524335715362,0.003882420189165452,488.46248200688785,20.874292009479845,continuously_fed,oils,1.2141285264655068
Escherichia_coli,6.84626293980353,30.316678899275583,13.450596375503228,2.361276648782415,749.1738731890518,16.758093827350255,34.693328325220065,0.013472605219539056,693.7855668341336,22.05966245219155,continuously_fed,oils,1.135990196146077
Cupriavidus_necator,7.048669279066668,27.15870379197607,17.89597456132978,2.8270231083219723,599.8795443271763,7.506801831292719,26.702239415525252,0.003455475497013485,488.39024233238746,17.767849146622098,continuously_fed,oils,1.3450427533601836
Cupriavidus_necator,6.859773292672836,34.839575561368946,18.514875052904046,2.40673254785166,605.0216295720934,6.031796443026282,22.398970477664367,0.013698865339778264,651.5353657703943,12.70260890331648,pulse_wise_feeding,oils,0.9288795261264038
Escherichia_coli,7.123961287392644,35.58957263735287,19.012939847174476,1.115619558652889,734.2436479134005,12.512197751734401,57.23676699961291,0.016731803375622654,694.2140833610682,18.785300495162666,continuously_fed,sugars,1.0827682944163668
Escherichia_coli,6.877988460791825,27.844739206858545,17.836120709479225,1.3463985090870427,420.1789890901664,17.91273508442491,37.66014786616738,0.0135060487561008,609.9911094001942,25.88297374230946,continuously_fed,sugars,1.135075889861809
Cupriavidus_necator,7.056950823693999,35.874051959225646,14.27737782756969,2.442564129855529,606.1630937441216,17.442982868559035,28.098545827363495,0.006601748272256572,655.0844655186646,23.78369097006617,continuously_fed,oils,1.3539817619550785
Cupriavidus_necator,7.099312701779072,31.54159001332347,14.754890069901046,2.48287573910853,443.362098144881,9.163079862287177,49.71696405688809,0.007117728267393479,301.5861632654502,25.768721558702403,pulse_wise_feeding,oils,1.2381912747703063
Cupriavidus_necator,6.993751521656513,33.00560750104609,18.12836898476681,2.7877462325168656,552.3652485143226,10.020123221579826,21.777264416479312,0.002542330803625883,551.4997863783586,17.959525240677984,continuously_fed,sugars,1.253114390639156
Cupriavidus_necator,6.958766760069639,30.20761822387816,10.801570411357735,2.4071688309922474,715.5952703376038,13.385019535426267,54.18462307658721,0.014345588521166082,634.1253146884168,28.680139470634135,continuously_fed,sugars,1.270212085565013
Cupriavidus_necator,6.916976590483276,31.56612863353356,11.051245629242455,2.920497013111186,466.4997743324327,19.596629554934772,51.491618100785836,0.009527689222852541,589.6111439010219,23.93312577490359,pulse_wise_feeding,sugars,1.2183243584518784
